record_id,sample_index,part_id,measurement_timestamp_sgt,production_date_sgt,batch_id,process_stage,shift,assembly_operator_id,appraiser_id,improvement_plan_id,improvement_actions,source_system,motor_current_a,jaw_alignment_error_mm,gear_backlash_deg,pad_thickness_mm,fastener_torque_nm,sensor_zero_offset_n,measured_force_n,target_n,lsl_n,usl_n,deviation_from_target_n,spec_status,defect_type,defect_flag,device_id,protocol_id,test_block_id,test_block_diameter_mm,closing_speed_mm_s,hold_time_s,contact_distance_from_jaw_root_mm,device_resolution_n,ctq,data_label,generation_model_version,process_seed,measurement_seed
BL-053,53,EG-B-053,2026-08-05T21:00:00+08:00,2026-08-05,BATCH-B-03,Before Improvement,Night,OP-A,APP-B,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,2.156,0.152,0.944,2.974,2.375,0.044,12.46,12.00,10.00,14.00,0.46,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-054,54,EG-B-054,2026-08-05T21:30:00+08:00,2026-08-05,BATCH-B-03,Before Improvement,Night,OP-A,APP-C,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.81,0.13,0.765,3.061,2.624,-0.018,11.28,12.00,10.00,14.00,-0.72,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-055,55,EG-B-055,2026-08-05T22:00:00+08:00,2026-08-05,BATCH-B-03,Before Improvement,Night,OP-A,APP-A,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.428,0.47,0.45,2.972,2.74,0.104,10.39,12.00,10.00,14.00,-1.61,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-056,56,EG-B-056,2026-08-05T22:30:00+08:00,2026-08-05,BATCH-B-03,Before Improvement,Night,OP-B,APP-B,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.967,0.453,0.295,2.948,2.414,0.032,11.83,12.00,10.00,14.00,-0.17,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-057,57,EG-B-057,2026-08-05T23:00:00+08:00,2026-08-05,BATCH-B-03,Before Improvement,Night,OP-B,APP-C,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.995,0.284,0.956,3.112,2.353,-0.022,11.47,12.00,10.00,14.00,-0.53,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-058,58,EG-B-058,2026-08-05T23:30:00+08:00,2026-08-05,BATCH-B-03,Before Improvement,Night,OP-B,APP-A,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,2.112,0.333,0.547,3.062,2.179,0.042,12.15,12.00,10.00,14.00,0.15,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-059,59,EG-B-059,2026-08-06T00:00:00+08:00,2026-08-05,BATCH-B-03,Before Improvement,Night,OP-B,APP-B,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.863,0.138,1.371,2.908,2.294,-0.017,11.06,12.00,10.00,14.00,-0.94,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-060,60,EG-B-060,2026-08-06T00:30:00+08:00,2026-08-05,BATCH-B-03,Before Improvement,Night,OP-B,APP-C,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.823,0.189,0.823,3.022,2.627,0.038,11.38,12.00,10.00,14.00,-0.62,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-061,61,EG-B-061,2026-08-06T08:00:00+08:00,2026-08-06,BATCH-B-04,Before Improvement,Day,OP-A,APP-A,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.521,0.306,0.903,3.163,2.535,0.008,10.41,12.00,10.00,14.00,-1.59,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-062,62,EG-B-062,2026-08-06T08:30:00+08:00,2026-08-06,BATCH-B-04,Before Improvement,Day,OP-A,APP-B,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,2.172,0.464,0.746,3.128,2.221,-0.046,12.41,12.00,10.00,14.00,0.41,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-063,63,EG-B-063,2026-08-06T09:00:00+08:00,2026-08-06,BATCH-B-04,Before Improvement,Day,OP-A,APP-C,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.962,0.142,0.453,3.035,2.817,0.009,12.02,12.00,10.00,14.00,0.02,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-064,64,EG-B-064,2026-08-06T09:30:00+08:00,2026-08-06,BATCH-B-04,Before Improvement,Day,OP-A,APP-A,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.715,0.254,0.522,3.051,2.489,0.027,11.38,12.00,10.00,14.00,-0.62,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-065,65,EG-B-065,2026-08-06T10:00:00+08:00,2026-08-06,BATCH-B-04,Before Improvement,Day,OP-A,APP-B,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,2.185,0.224,0.614,3.058,2.58,-0.023,12.75,12.00,10.00,14.00,0.75,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-066,66,EG-B-066,2026-08-06T10:30:00+08:00,2026-08-06,BATCH-B-04,Before Improvement,Day,OP-B,APP-C,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.677,0.251,0.67,3.034,2.454,0.019,11.00,12.00,10.00,14.00,-1.00,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-067,67,EG-B-067,2026-08-06T11:00:00+08:00,2026-08-06,BATCH-B-04,Before Improvement,Day,OP-B,APP-A,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,2.437,0.103,0.836,2.755,2.341,0.033,13.06,12.00,10.00,14.00,1.06,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-068,68,EG-B-068,2026-08-06T11:30:00+08:00,2026-08-06,BATCH-B-04,Before Improvement,Day,OP-B,APP-B,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,2.04,0.158,0.538,2.968,2.224,-0.025,12.02,12.00,10.00,14.00,0.02,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-069,69,EG-B-069,2026-08-06T12:00:00+08:00,2026-08-06,BATCH-B-04,Before Improvement,Day,OP-B,APP-C,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.624,0.337,0.748,2.955,2.419,0.027,10.60,12.00,10.00,14.00,-1.40,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-070,70,EG-B-070,2026-08-06T12:30:00+08:00,2026-08-06,BATCH-B-04,Before Improvement,Day,OP-B,APP-A,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.778,0.275,0.275,3.154,2.494,0.040,11.26,12.00,10.00,14.00,-0.74,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-071,71,EG-B-071,2026-08-06T20:00:00+08:00,2026-08-06,BATCH-B-04,Before Improvement,Night,OP-B,APP-B,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,2.18,0.262,1.132,2.952,2.789,-0.073,12.45,12.00,10.00,14.00,0.45,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-072,72,EG-B-072,2026-08-06T20:30:00+08:00,2026-08-06,BATCH-B-04,Before Improvement,Night,OP-B,APP-C,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.744,0.204,0.845,2.982,2.955,-0.036,10.97,12.00,10.00,14.00,-1.03,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-073,73,EG-B-073,2026-08-06T21:00:00+08:00,2026-08-06,BATCH-B-04,Before Improvement,Night,OP-B,APP-A,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.89,0.076,0.805,2.958,2.703,0.013,12.27,12.00,10.00,14.00,0.27,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-074,74,EG-B-074,2026-08-06T21:30:00+08:00,2026-08-06,BATCH-B-04,Before Improvement,Night,OP-B,APP-B,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,2.227,0.21,0.82,3.041,2.083,-0.007,12.87,12.00,10.00,14.00,0.87,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-075,75,EG-B-075,2026-08-06T22:00:00+08:00,2026-08-06,BATCH-B-04,Before Improvement,Night,OP-B,APP-C,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,2.131,0.243,0.547,2.887,2.423,-0.020,12.27,12.00,10.00,14.00,0.27,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-076,76,EG-B-076,2026-08-06T22:30:00+08:00,2026-08-06,BATCH-B-04,Before Improvement,Night,OP-C,APP-A,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.742,0.4,0.786,2.985,2.645,0.016,10.95,12.00,10.00,14.00,-1.05,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-077,77,EG-B-077,2026-08-06T23:00:00+08:00,2026-08-06,BATCH-B-04,Before Improvement,Night,OP-C,APP-B,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.884,0.326,0.487,2.807,2.525,-0.002,11.13,12.00,10.00,14.00,-0.87,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-078,78,EG-B-078,2026-08-06T23:30:00+08:00,2026-08-06,BATCH-B-04,Before Improvement,Night,OP-C,APP-C,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,2.283,0.52,0.853,2.93,2.291,-0.049,11.85,12.00,10.00,14.00,-0.15,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-079,79,EG-B-079,2026-08-07T00:00:00+08:00,2026-08-06,BATCH-B-04,Before Improvement,Night,OP-C,APP-A,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.523,0.387,0.832,3.05,2.388,-0.032,10.25,12.00,10.00,14.00,-1.75,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-080,80,EG-B-080,2026-08-07T00:30:00+08:00,2026-08-06,BATCH-B-04,Before Improvement,Night,OP-C,APP-B,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.673,0.346,0.874,3.099,2.436,-0.062,10.84,12.00,10.00,14.00,-1.16,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-081,81,EG-B-081,2026-08-07T08:00:00+08:00,2026-08-07,BATCH-B-05,Before Improvement,Day,OP-B,APP-C,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,2.134,0.051,0.76,3.082,2.4,0.010,12.52,12.00,10.00,14.00,0.52,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-082,82,EG-B-082,2026-08-07T08:30:00+08:00,2026-08-07,BATCH-B-05,Before Improvement,Day,OP-B,APP-A,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,2.264,0.059,0.704,3.172,2.668,-0.002,12.92,12.00,10.00,14.00,0.92,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-083,83,EG-B-083,2026-08-07T09:00:00+08:00,2026-08-07,BATCH-B-05,Before Improvement,Day,OP-B,APP-B,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,2.174,0.103,0.555,2.993,2.464,-0.035,12.66,12.00,10.00,14.00,0.66,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-084,84,EG-B-084,2026-08-07T09:30:00+08:00,2026-08-07,BATCH-B-05,Before Improvement,Day,OP-B,APP-C,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.981,0.252,0.657,3.153,2.643,0.019,12.04,12.00,10.00,14.00,0.04,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-085,85,EG-B-085,2026-08-07T10:00:00+08:00,2026-08-07,BATCH-B-05,Before Improvement,Day,OP-B,APP-A,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,2.093,0.294,0.458,3.161,2.486,0.037,12.86,12.00,10.00,14.00,0.86,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-086,86,EG-B-086,2026-08-07T10:30:00+08:00,2026-08-07,BATCH-B-05,Before Improvement,Day,OP-C,APP-B,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.389,0.291,0.889,3.246,2.321,0.065,10.67,12.00,10.00,14.00,-1.33,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-087,87,EG-B-087,2026-08-07T11:00:00+08:00,2026-08-07,BATCH-B-05,Before Improvement,Day,OP-C,APP-C,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.771,0.439,0.945,3.028,2.328,0.020,10.66,12.00,10.00,14.00,-1.34,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-088,88,EG-B-088,2026-08-07T11:30:00+08:00,2026-08-07,BATCH-B-05,Before Improvement,Day,OP-C,APP-A,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.769,0.384,0.867,2.969,2.038,-0.012,10.60,12.00,10.00,14.00,-1.40,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-089,89,EG-B-089,2026-08-07T12:00:00+08:00,2026-08-07,BATCH-B-05,Before Improvement,Day,OP-C,APP-B,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.957,0.314,0.816,3.274,2.468,-0.010,12.05,12.00,10.00,14.00,0.05,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-090,90,EG-B-090,2026-08-07T12:30:00+08:00,2026-08-07,BATCH-B-05,Before Improvement,Day,OP-C,APP-C,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.794,0.239,0.263,2.957,2.093,0.017,11.57,12.00,10.00,14.00,-0.43,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-091,91,EG-B-091,2026-08-07T20:00:00+08:00,2026-08-07,BATCH-B-05,Before Improvement,Night,OP-C,APP-A,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.956,0.228,0.905,3.032,2.269,-0.023,11.96,12.00,10.00,14.00,-0.04,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-092,92,EG-B-092,2026-08-07T20:30:00+08:00,2026-08-07,BATCH-B-05,Before Improvement,Night,OP-C,APP-B,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.921,0.261,0.767,3.011,2.707,0.011,12.41,12.00,10.00,14.00,0.41,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-093,93,EG-B-093,2026-08-07T21:00:00+08:00,2026-08-07,BATCH-B-05,Before Improvement,Night,OP-C,APP-C,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,2.103,0.286,1.101,2.995,2.634,0.065,12.11,12.00,10.00,14.00,0.11,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-094,94,EG-B-094,2026-08-07T21:30:00+08:00,2026-08-07,BATCH-B-05,Before Improvement,Night,OP-C,APP-A,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.527,0.399,0.898,2.99,2.306,0.083,10.48,12.00,10.00,14.00,-1.52,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-095,95,EG-B-095,2026-08-07T22:00:00+08:00,2026-08-07,BATCH-B-05,Before Improvement,Night,OP-C,APP-B,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.365,0.41,0.787,3.067,2.542,0.006,9.82,12.00,10.00,14.00,-2.18,Out of Specification,Under Force,1,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-096,96,EG-B-096,2026-08-07T22:30:00+08:00,2026-08-07,BATCH-B-05,Before Improvement,Night,OP-A,APP-C,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,2.131,0.08,0.631,2.945,2.081,-0.065,12.50,12.00,10.00,14.00,0.50,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-097,97,EG-B-097,2026-08-07T23:00:00+08:00,2026-08-07,BATCH-B-05,Before Improvement,Night,OP-A,APP-A,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.757,0.219,0.783,3.024,2.344,0.112,11.16,12.00,10.00,14.00,-0.84,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-098,98,EG-B-098,2026-08-07T23:30:00+08:00,2026-08-07,BATCH-B-05,Before Improvement,Night,OP-A,APP-B,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,2.155,0.31,0.52,3.252,2.577,-0.026,12.73,12.00,10.00,14.00,0.73,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-099,99,EG-B-099,2026-08-08T00:00:00+08:00,2026-08-07,BATCH-B-05,Before Improvement,Night,OP-A,APP-C,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.885,0.371,1.014,2.927,2.508,-0.036,11.70,12.00,10.00,14.00,-0.30,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-100,100,EG-B-100,2026-08-08T00:30:00+08:00,2026-08-07,BATCH-B-05,Before Improvement,Night,OP-A,APP-A,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.846,0.234,0.785,3.178,2.272,0.017,11.47,12.00,10.00,14.00,-0.53,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-101,101,EG-B-101,2026-08-10T08:00:00+08:00,2026-08-10,BATCH-B-06,Before Improvement,Day,OP-C,APP-B,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,2.006,0.211,0.669,2.892,2.257,0.024,12.01,12.00,10.00,14.00,0.01,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-102,102,EG-B-102,2026-08-10T08:30:00+08:00,2026-08-10,BATCH-B-06,Before Improvement,Day,OP-C,APP-C,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.914,0.466,0.535,2.947,2.206,-0.014,11.36,12.00,10.00,14.00,-0.64,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-103,103,EG-B-103,2026-08-10T09:00:00+08:00,2026-08-10,BATCH-B-06,Before Improvement,Day,OP-C,APP-A,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.503,0.441,0.699,2.98,2.31,0.030,9.40,12.00,10.00,14.00,-2.60,Out of Specification,Under Force,1,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-104,104,EG-B-104,2026-08-10T09:30:00+08:00,2026-08-10,BATCH-B-06,Before Improvement,Day,OP-C,APP-B,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.922,0.662,0.764,2.987,2.108,-0.012,11.28,12.00,10.00,14.00,-0.72,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-105,105,EG-B-105,2026-08-10T10:00:00+08:00,2026-08-10,BATCH-B-06,Before Improvement,Day,OP-C,APP-C,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.843,0.432,0.667,2.857,2.337,0.012,11.42,12.00,10.00,14.00,-0.58,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
